Geneid	HSC_20d_IL1_3	HSC_20d_IL1_4	HSC_20d_ctrl_3	HSC_20d_ctrl_4	HSC_20d_ctrl_1_E061316	HSC_20d_ctrl_2_E061316	HSC_20d_IL1_1_E061316	HSC_20d_IL1_2_E061316
Gm34290	0	0	0	0	0	0	0	0
Gm34291	0	0	0	0	0	0	0	0
Gm34292	18	13	4	16	2	3	5	11
Gm34293	0	0	0	0	0	0	0	0
Gm34295	0	0	0	0	0	0	0	0
Gm34296	1	7	3	8	12	5	0	3
Gm34297	0	0	0	0	0	0	0	0
Gm34298	0	0	0	0	0	0	1	0
Gm34299	0	0	0	0	0	0	0	0
Gm34300	0	0	0	0	0	0	0	0
Gm34301	0	0	0	5	0	0	1	0
Gm34302	0	0	0	0	0	0	0	0
Gm34303	0	0	0	0	0	0	0	2
Gm34304	0	0	0	0	0	0	0	0
Gm34305	15	5	13	6	6	8	9	9
Gm34306	0	0	0	0	0	0	0	0
Gm34307	0	0	0	0	0	0	0	0
Gm34312	0	0	0	0	0	0	0	0
Gm34314	0	0	0	0	0	0	0	0
Gm34315	5	4	4	10	7	5	1	8
Gm34316	0	0	0	0	1	0	0	0
Gm34317	0	0	0	0	0	0	0	0
Gm34319	3	0	2	2	0	1	0	4
Gm34320	0	0	0	0	0	0	0	0
Gm34321	0	0	0	0	0	0	0	0
Gm34322	0	0	0	0	0	0	0	0
Gm34323	0	0	0	0	0	0	0	0
Gm34324	0	0	0	0	0	0	0	0
Gm34325	1	0	0	0	0	1	0	0
Gm34326	18	10	15	3	10	5	2	4
Gm34327	0	0	0	0	0	1	0	0
Gm34328	0	0	0	0	0	0	0	0
Gm3433	0	0	0	0	0	0	0	0
Gm34331	0	0	0	0	0	0	0	0
Gm34332	0	0	0	0	0	0	0	0
Gm34333	0	0	0	0	0	0	0	0
Gm34335	0	0	0	0	0	0	0	0
Gm34336	0	0	0	0	0	0	0	0
Gm34337	0	0	0	0	0	0	0	0
Gm34338	5	15	10	5	1	1	9	5
Gm3434	0	0	0	0	0	0	0	0
Gm34340	0	0	0	0	0	0	0	0
Gm34342	7	10	8	13	8	3	18	9
Gm34343	0	0	0	3	0	0	0	0
Gm34344	0	0	0	0	0	0	0	0
Gm34345	0	0	0	0	0	0	0	0
Gm34346	0	0	0	0	0	0	0	0
Gm34347	0	0	0	0	0	0	0	0
Gm34348	0	0	0	0	0	0	0	0
Gm34349	0	0	0	0	1	0	0	0
Gm3435	20	22	37	23	16	32	20	21
Gm34350	0	0	0	0	0	0	0	0
Gm34352	0	0	0	0	0	0	0	0
Gm34353	0	0	0	0	0	2	0	0
Gm34354	0	0	0	0	0	0	0	0
Gm34358	0	0	0	0	0	0	0	0
Gm3436	6	5	10	10	3	8	8	9
Gm34360	0	0	0	0	0	0	0	0
Gm34361	0	0	0	0	0	0	0	0
Gm34362	0	0	0	0	0	0	0	0
Gm34365	0	0	0	0	0	0	0	0
Gm34366	0	0	0	0	0	0	0	0
Gm34369	1	3	4	6	10	3	0	4
Gm34370	0	0	0	0	0	0	0	0
Gm34371	0	0	0	0	0	0	0	0
Gm34372	4	8	8	6	1	11	3	1
Gm34375	0	0	0	0	0	0	1	0
Gm34376	0	0	1	0	0	0	0	3
Gm34379	1	0	0	0	0	0	1	0
Gm34381	0	0	0	0	0	0	0	0
Gm34385	0	0	0	0	0	0	0	0
Gm34388	0	0	0	7	0	0	0	0
Gm34389	16	3	3	7	10	3	19	4
Gm34391	0	0	0	0	0	0	2	0
Gm34392	4	6	8	0	1	2	4	0
Gm34394	0	0	0	0	0	0	0	0
Gm34396	0	0	0	0	0	0	0	0
Gm34397	1	0	0	0	0	0	0	0
Gm34401	0	0	0	0	0	0	0	0
Gm34402	25	23	14	20	10	7	21	2
Gm34403	89	105	34	55	49	76	89	64
Gm34405	0	0	0	0	0	0	0	0
Gm34406	0	0	0	0	0	0	0	0
Gm34407	0	2	8	10	0	2	10	0
Gm34408	0	0	0	0	0	0	0	0
Gm34409	0	0	0	0	0	0	0	0
Gm34412	0	0	0	0	0	0	0	0
Gm34413	0	0	0	0	0	0	0	0
Gm34414	47	17	23	78	30	31	20	2
Gm34415	0	0	0	14	0	3	0	0
Gm34416	0	0	0	0	0	0	0	0
Gm34417	0	0	0	0	0	0	0	0
Gm34418	0	0	0	8	0	0	0	1
Gm34419	0	0	0	0	0	0	0	0
Gm3442	0	0	0	0	0	0	0	0
Gm34420	0	0	0	0	0	0	0	0
Gm34421	0	0	0	0	0	0	0	0
Gm34423	0	0	0	0	0	0	0	0
Gm34424	0	0	0	0	0	0	0	0
Gm34425	0	0	0	0	0	0	0	0
Gm34426	0	0	0	0	0	0	0	0
Gm34428	1	4	0	0	0	3	0	0
Gm34430	0	0	0	0	0	0	0	0
Gm34431	0	0	0	0	0	0	0	0
Gm34432	1	1	0	0	0	0	0	1
Gm34434	11	18	9	8	8	14	22	5
Gm34439	0	0	0	0	0	0	0	0
Gm34440	0	0	0	0	0	0	0	0
Gm34441	0	0	0	0	0	0	0	0
Gm34442	0	0	1	4	0	1	0	0
Gm34444	0	0	0	0	0	0	0	0
Gm34445	0	0	0	0	0	0	0	0
Gm34446	0	0	0	0	0	0	0	0
Gm34447	13	5	17	11	5	3	7	5
Gm34448	0	1	0	0	3	0	4	1
Gm34450	0	0	0	0	0	0	0	0
Gm34451	12	18	19	13	15	19	17	29
Gm34455	35	12	14	21	10	8	13	7
Gm34457	0	0	0	0	0	0	0	0
Gm34458	0	0	0	2	0	0	0	0
Gm34459	0	0	0	0	0	0	0	0
Gm34462	0	0	0	0	0	0	0	0
Gm34464	0	0	0	0	0	0	0	0
Gm34465	0	0	0	0	0	0	0	0
Gm34466	0	0	2	0	0	0	0	0
Gm34468	0	0	0	0	0	0	0	0
Gm34469	0	0	0	0	0	0	0	0
Gm34470	0	0	0	0	0	3	0	0
Gm34471	2	0	0	0	5	0	8	0
Gm34472	0	0	0	0	7	0	0	2
Gm34474	1	0	0	0	0	0	0	0
Gm34475	0	0	0	0	0	0	0	0
Gm34476	0	0	0	0	0	0	0	0
Gm34477	0	0	0	0	0	0	0	0
Gm34478	0	0	0	0	0	0	0	0
Gm3448	0	0	0	0	0	0	0	0
Gm34481	0	0	0	0	0	0	0	0
Gm34482	0	0	0	0	0	0	0	0
Gm34483	0	0	0	0	0	1	0	0
Gm34484	0	0	0	0	16	0	0	0
Gm34486	0	0	0	0	0	0	0	0
Gm34488	0	0	0	0	0	0	0	0
Gm34489	6	14	44	12	30	12	18	15
Gm34490	0	0	0	0	0	0	0	0
Gm34493	0	0	0	0	0	0	0	0
Gm34496	0	1	0	4	0	0	0	0
Gm34499	0	0	0	0	0	0	0	0
Gm34500	0	0	3	0	1	0	0	0
Gm34501	0	0	0	0	0	0	0	0
Gm34502	0	0	0	0	0	0	0	0
Gm34503	0	0	0	0	0	0	0	0
Gm34505	3	7	23	3	4	2	0	12
Gm34507	37	31	49	27	29	26	49	41
Gm34510	0	0	0	0	0	0	0	0
Gm34513	34	45	51	5	60	10	22	4
Gm34514	0	0	0	0	0	0	0	0
Gm34515	0	0	0	0	0	0	0	0
Gm34516	0	0	0	0	0	0	0	0
Gm34521	0	0	0	0	0	1	0	0
Gm34522	0	0	0	0	0	0	0	0
Gm34523	0	0	0	0	0	0	0	0
Gm34526	0	0	0	0	0	0	0	0
Gm34527	0	0	0	0	3	0	0	0
Gm34528	0	0	0	0	0	0	0	0
Gm34529	0	0	0	0	0	0	0	0
Gm34531	0	0	0	0	0	0	0	0
Gm34533	0	0	0	0	0	0	0	0
Gm34535	0	0	0	0	0	0	0	0
Gm34536	0	0	0	0	0	0	0	0
Gm34538	0	0	0	0	0	0	0	0
Gm3454	0	0	0	0	0	0	0	0
Gm34541	0	0	0	0	0	0	0	0
Gm34542	5	0	0	2	7	0	26	0
Gm34544	0	0	0	0	0	0	0	0
Gm34545	12	28	20	10	9	9	1	16
Gm34548	0	0	0	0	0	0	0	0
Gm34549	0	0	0	0	0	0	0	0
Gm34552	2	6	4	7	3	5	4	2
Gm34554	0	0	0	0	0	0	0	0
Gm34557	0	0	0	0	0	0	0	0
Gm34558	0	0	0	0	0	0	0	0
Gm34560	11	22	10	9	40	26	15	17
Gm34561	1	0	0	0	0	0	0	0
Gm34562	0	0	0	0	0	0	0	0
Gm34563	0	0	0	0	0	0	0	0
Gm34566	0	0	0	0	0	0	0	0
Gm34567	0	0	0	0	0	0	0	0
Gm34568	0	0	0	0	0	0	1	0
Gm34570	0	0	0	0	0	0	0	0
Gm34571	0	3	0	0	0	5	6	6
Gm34572	0	0	0	0	0	1	0	0
Gm34574	0	3	0	0	1	6	3	0
Gm34576	0	0	0	0	0	0	7	0
Gm34577	6	5	1	0	0	0	6	0
Gm3458	0	0	0	3	0	0	0	0
Gm34581	0	0	0	0	0	0	0	0
Gm34582	0	1	13	11	2	2	3	10
Gm34583	0	0	0	0	0	0	0	0
Gm34584	0	0	0	0	0	0	0	0
Gm34585	0	0	0	0	0	0	0	0
Gm34586	0	0	0	0	0	0	0	0
Gm34588	0	0	0	0	0	0	0	0
Gm34589	0	0	0	0	0	0	0	0
Gm34590	1	16	6	2	11	4	5	7
Gm34591	0	0	0	0	0	0	0	0
Gm34593	0	0	0	0	0	0	0	0
Gm34596	19	38	36	24	28	3	29	4
Gm34597	0	1	0	0	0	0	0	0
Gm34598	0	0	0	0	0	0	0	0
Gm34599	0	0	0	0	0	0	0	0
Gm34600	0	0	0	0	0	0	0	0
Gm34602	0	0	0	0	0	0	0	0
Gm34605	0	0	0	0	0	0	0	0
Gm34606	0	0	0	1	0	0	0	0
Gm34607	0	0	0	0	0	0	0	0
Gm34608	0	0	0	0	0	0	0	0
Gm34609	0	0	0	0	0	0	0	0
Gm34611	0	0	0	0	0	0	0	0
Gm34612	0	0	0	0	0	0	0	0
Gm34613	0	2	0	0	0	0	0	0
Gm34616	0	0	0	0	0	0	0	0
Gm34617	0	0	0	0	0	0	0	0
Gm34618	0	1	0	0	0	0	0	0
Gm34619	0	0	0	0	0	0	0	0
Gm34620	20	13	18	11	14	12	8	3
Gm34621	0	0	0	0	0	0	0	0
Gm34622	0	0	0	0	0	1	0	0
Gm34623	0	0	2	0	0	0	0	0
Gm34624	0	0	0	0	0	0	1	0
Gm34625	4	1	0	4	2	0	0	0
Gm34627	0	0	0	0	0	0	0	1
Gm34628	0	0	0	0	0	1	4	2
Gm34629	6	9	12	10	9	11	18	2
Gm34630	0	0	0	0	0	0	0	0
Gm34632	57	97	78	23	42	33	73	46
Gm34633	0	8	7	1	0	4	4	4
Gm34636	50	21	27	26	20	10	15	39
Gm34637	0	0	0	0	0	0	0	0
Gm34639	0	0	0	0	0	0	0	0
Gm34640	0	0	0	0	0	0	0	0
Gm34641	0	0	0	0	0	0	0	0
Gm34642	0	0	0	0	0	0	0	0
Gm34643	1	0	0	0	1	0	2	0
Gm34644	0	0	0	0	0	0	0	0
Gm34645	0	0	0	0	0	0	0	0
Gm34646	0	0	0	0	0	0	0	0
Gm34647	0	0	0	0	0	0	0	0
Gm34648	1	1	6	2	1	0	1	0
Gm34649	0	0	0	0	0	0	0	0
Gm34650	0	0	0	0	0	0	0	0
Gm34651	0	0	0	0	0	0	0	0
Gm34652	0	0	0	0	0	0	0	0
Gm34653	0	0	2	0	0	0	0	0
Gm34654	0	0	0	0	0	0	0	0
Gm34655	6	5	5	6	5	5	12	6
Gm34656	0	0	0	0	0	0	0	0
Gm34657	0	0	0	0	0	0	0	0
Gm34658	0	0	0	0	0	0	0	0
Gm34659	0	0	0	0	0	0	0	0
Gm3466	0	0	0	0	0	0	0	0
Gm34661	7	12	5	13	2	1	6	12
Gm34662	0	0	0	0	0	0	0	0
Gm34664	0	0	0	0	0	0	0	0
Gm34666	1	0	0	0	0	0	0	0
Gm34667	0	0	0	0	0	0	0	0
Gm34669	2	13	5	7	1	8	2	5
Gm34672	0	0	0	0	0	0	0	0
Gm34675	0	0	0	0	0	0	0	0
Gm34676	0	0	0	0	0	0	0	0
Gm34677	0	0	0	0	0	0	0	0
Gm34678	0	0	0	0	0	0	0	0
Gm34679	0	0	0	0	0	0	0	0
Gm34680	19	1	0	0	0	0	20	1
Gm34684	0	0	0	0	0	0	0	0
Gm34687	0	1	2	1	6	0	1	0
Gm34688	0	0	0	0	0	0	0	0
Gm34689	0	0	0	0	0	0	0	0
Gm34693	0	0	0	0	0	0	0	0
Gm34695	0	0	0	0	0	1	0	0
Gm34696	0	0	0	0	0	2	0	0
Gm34697	0	0	0	0	0	0	0	0
Gm34698	0	0	0	0	0	0	0	0
Gm34699	0	0	0	0	0	0	0	0
Gm3470	0	1	3	1	0	4	1	0
Gm34700	0	1	0	0	0	0	0	0
Gm34701	0	0	0	0	0	0	0	0
Gm34702	13	14	0	27	33	15	33	7
Gm34703	517	542	530	449	421	378	521	551
Gm34704	0	0	0	0	0	0	0	0
Gm34705	16	5	12	5	16	7	31	27
Gm34712	0	0	0	0	0	0	0	0
Gm34717	0	0	0	0	0	0	0	0
Gm34718	2	1	1	4	1	0	0	2
Gm34719	0	0	0	0	0	0	0	0
Gm34720	3	8	0	0	0	0	0	0
Gm34721	0	0	0	0	0	0	0	0
Gm34722	0	0	0	0	0	0	0	0
Gm34724	0	0	0	0	0	0	0	0
Gm34725	0	0	0	0	0	0	0	0
Gm34726	0	0	0	0	0	0	0	0
Gm3473	0	0	0	0	0	0	0	0
Gm34730	0	2	0	2	0	0	1	0
Gm34732	0	0	0	0	0	0	0	0
Gm34733	0	0	0	0	0	0	0	0
Gm34735	0	0	0	0	0	0	0	0
Gm34736	39	33	18	15	44	40	28	64
Gm34738	0	10	3	2	0	9	0	7
Gm34739	0	0	0	0	0	0	0	0
Gm34740	0	2	0	0	0	0	0	0
Gm34741	0	0	0	0	0	0	0	0
Gm34742	0	0	2	0	0	0	0	0
Gm34743	0	0	0	0	0	0	0	0
Gm34744	0	0	0	0	0	0	0	2
Gm34745	0	0	0	0	0	0	0	0
Gm34746	0	0	0	0	0	0	0	0
Gm34749	0	0	0	0	0	0	0	0
Gm34751	0	0	0	0	0	0	0	0
Gm34752	0	0	0	0	0	1	0	0
Gm34754	0	0	0	0	0	0	0	0
Gm34755	97	52	56	67	51	46	71	64
Gm34756	0	0	0	0	0	0	0	0
Gm34757	0	0	0	0	0	0	0	0
Gm34759	0	0	0	0	0	0	0	0
Gm3476	0	0	0	0	0	0	0	0
Gm34760	0	0	0	0	0	0	0	0
Gm34762	0	0	0	0	1	0	0	0
Gm34764	2	11	22	16	15	11	20	40
Gm34765	0	0	0	0	0	0	0	0
Gm34766	0	0	0	0	0	0	0	0
Gm34768	0	0	0	0	0	0	0	0
Gm34769	0	0	0	0	0	0	0	0
Gm34770	0	0	0	0	0	0	0	0
Gm34771	75	41	68	46	67	23	42	11
Gm34772	0	0	0	0	0	0	0	0
Gm34773	0	0	0	0	0	0	0	0
Gm34776	0	0	0	0	0	0	0	0
Gm34777	0	0	0	0	0	0	0	0
Gm34779	0	0	0	0	0	1	0	0
Gm34780	0	0	0	0	1	0	2	0
Gm34782	0	0	0	0	0	0	0	0
Gm34783	0	0	0	0	0	0	0	0
Gm34784	0	0	0	0	0	0	0	0
Gm34785	0	0	0	0	0	0	0	0
Gm34788	0	0	0	0	0	0	0	0
Gm34790	0	0	0	0	0	0	1	0
Gm34793	0	0	0	0	0	0	0	0
Gm34794	0	0	0	0	0	0	0	0
Gm34795	2	5	0	2	3	0	0	0
Gm34797	0	0	0	0	0	0	0	0
Gm34799	0	0	0	0	0	0	0	0
Gm34801	0	0	0	0	0	0	5	0
Gm34802	0	0	0	0	0	0	0	0
Gm34804	0	0	0	0	0	0	0	0
Gm34805	0	0	0	0	0	0	0	0
Gm34806	0	0	3	0	1	2	0	0
Gm34808	0	0	0	0	0	0	12	0
Gm34809	0	0	0	0	0	0	0	0
Gm34811	0	0	0	0	0	0	0	0
Gm34816	0	0	0	0	0	0	0	0
Gm34818	1	0	0	0	0	0	0	0
Gm34819	0	0	0	0	0	0	0	0
Gm34820	0	0	0	1	0	1	0	0
Gm34821	0	0	0	0	0	0	0	0
Gm34822	0	0	0	0	0	0	0	0
Gm34823	3	2	0	1	0	0	3	0
Gm34825	0	0	0	0	0	0	0	0
Gm34826	0	0	0	0	0	0	0	0
Gm34828	0	0	0	0	0	0	0	0
Gm34829	0	0	0	0	0	0	0	0
Gm34833	0	0	0	0	0	3	0	0
Gm34836	1	1	3	2	3	0	0	0
Gm34837	0	1	0	0	0	0	0	0
Gm34838	0	0	0	0	0	0	0	0
Gm34844	3	7	13	0	1	1	5	3
Gm34845	7	0	1	1	0	0	1	0
Gm34846	0	0	0	0	0	0	0	0
Gm34847	10	7	1	12	3	4	6	7
Gm34848	0	0	0	0	0	0	0	0
Gm34849	5	1	2	0	1	0	8	4
Gm34850	0	0	5	0	0	0	0	0
Gm34851	1	3	0	5	0	0	11	0
Gm34854	35	38	28	39	25	7	31	2
Gm34857	0	0	0	0	0	0	0	0
Gm34858	1	0	0	0	2	0	0	0
Gm34861	0	5	0	0	0	0	2	0
Gm34863	0	0	0	0	0	4	0	0
Gm34865	22	16	36	42	13	14	31	24
Gm34868	0	1	0	0	3	1	0	0
Gm34869	0	0	0	0	0	0	0	0
Gm34872	52	16	23	10	21	9	17	8
Gm34873	0	0	0	0	0	0	0	0
Gm34874	0	0	0	0	0	0	0	0
Gm34877	4	8	3	4	9	21	6	1
Gm34878	0	0	0	0	0	0	0	0
Gm3488	0	0	0	0	0	0	0	0
Gm34880	0	1	0	0	0	1	0	0
Gm34881	3	0	4	0	0	2	0	0
Gm34882	0	0	0	0	0	0	0	0
Gm34889	3	3	10	10	2	2	4	2
Gm3489	0	0	0	0	0	0	0	0
Gm34891	6	5	0	1	0	1	0	0
Gm34894	2	1	0	7	2	0	7	6
Gm34895	0	0	0	0	0	0	0	0
Gm34902	0	0	1	0	0	1	1	1
Gm34903	0	0	0	0	0	0	0	0
Gm34905	0	0	0	0	0	0	0	0
Gm34907	1	1	0	2	2	0	0	8
Gm34908	0	0	0	0	0	0	0	0
Gm34911	0	0	0	0	0	0	0	0
Gm34912	0	0	0	0	0	0	0	0
Gm34916	0	0	0	0	0	0	0	0
Gm34917	86	96	89	69	80	44	132	57
Gm34921	1	0	0	1	4	0	0	0
Gm34922	7	0	3	2	0	0	2	0
Gm34923	0	0	0	0	0	0	0	0
Gm34924	0	0	0	0	0	0	0	0
Gm34930	0	0	0	0	0	0	0	0
Gm34931	0	0	6	0	0	0	0	0
Gm34933	0	0	0	0	0	0	0	0
Gm34934	0	0	0	0	1	0	0	0
Gm34935	0	0	0	0	0	0	0	0
Gm34938	0	0	0	0	0	0	0	0
Gm34939	2	4	1	6	3	1	1	1
Gm34941	0	0	0	0	0	0	0	0
Gm34945	8	0	0	0	0	0	0	0
Gm34947	0	0	0	0	0	0	0	0
Gm34948	20	24	2	11	8	10	19	23
Gm34949	3	1	5	2	2	4	6	0
Gm34952	0	0	0	0	0	0	0	0
Gm34957	0	0	0	0	0	0	0	0
Gm3496	0	0	0	0	0	0	0	0
Gm34960	0	0	0	0	0	0	0	0
Gm34961	5	3	9	4	5	2	17	2
Gm34962	28	35	17	11	22	6	12	4
Gm34963	0	3	3	0	0	7	7	7
Gm34965	0	0	0	0	0	0	0	0
Gm34967	4	4	0	6	1	0	14	0
Gm34968	0	0	0	0	0	0	0	0
Gm34969	0	0	0	0	0	0	0	0
Gm34972	0	0	0	0	0	0	0	0
Gm34973	0	0	0	0	0	0	0	0
Gm34974	0	2	0	1	0	0	0	0
Gm34978	0	0	0	0	0	0	0	0
Gm34979	24	40	7	3	50	4	5	0
Gm34980	0	0	0	0	0	0	0	0
Gm34981	0	0	0	0	0	0	0	0
Gm34982	0	0	0	0	0	0	0	0
Gm34983	11	7	6	5	6	4	2	6
Gm34988	0	0	0	0	0	0	0	0
Gm34991	0	0	0	0	0	0	0	0
Gm34992	0	0	0	0	0	0	0	0
Gm34993	0	0	0	0	0	0	0	0
Gm34994	0	0	0	0	0	0	0	0
Gm34995	11	7	16	4	12	3	6	20
Gm34996	0	0	0	0	0	0	0	0
Gm34997	0	0	0	0	0	0	0	0
Gm34998	0	0	0	0	0	0	0	0
Gm34999	0	0	0	0	0	0	0	0
Gm3500	0	0	0	0	0	0	1	0
Gm35001	0	0	0	0	0	0	0	0
Gm35002	0	0	0	0	0	0	0	0
Gm35004	0	0	0	0	0	0	0	0
Gm35007	0	0	0	0	0	0	0	0
Gm35008	0	0	0	0	0	0	0	0
Gm35010	0	0	0	0	0	0	0	0
Gm35012	0	0	0	0	0	0	0	0
Gm35017	0	0	0	0	0	0	0	0
Gm35018	0	0	0	0	0	0	0	0
Gm35019	0	0	0	0	0	0	0	0
Gm35021	90	86	90	45	34	41	100	36
Gm35023	0	0	0	0	0	0	0	0
Gm35024	0	0	0	0	0	0	0	0
Gm35025	0	0	0	0	0	0	0	0
Gm35028	2	2	7	2	1	3	4	0
Gm35029	4	0	14	3	2	0	9	0
Gm35030	0	0	0	0	0	0	0	0
Gm35033	0	0	0	0	0	0	0	0
Gm35035	300	337	353	275	296	274	372	304
Gm35037	0	0	0	0	0	0	0	0
Gm35039	0	0	0	0	0	0	3	0
Gm35040	0	0	0	0	0	0	0	0
Gm35041	0	0	0	1	0	0	0	0
Gm35043	0	0	0	0	0	0	0	0
Gm35048	0	0	0	0	0	0	0	0
Gm35049	0	0	0	0	0	0	0	0
Gm35051	0	4	0	0	3	0	3	0
Gm35055	0	0	0	0	0	0	0	0
Gm35058	0	0	2	0	0	0	0	0
Gm35060	0	0	0	0	0	0	0	0
Gm35061	0	0	0	0	0	0	0	0
Gm35062	0	0	0	0	0	0	0	0
Gm35063	0	0	0	0	0	0	0	0
Gm35065	0	0	0	0	0	0	0	0
Gm35066	0	0	0	0	0	0	0	0
Gm35071	0	0	0	0	0	0	0	0
Gm35073	0	1	0	4	2	0	1	0
Gm35074	0	0	0	0	0	0	0	0
Gm35076	0	0	0	0	0	0	0	0
Gm35077	0	0	0	0	0	0	0	0
Gm35078	0	0	0	0	0	0	0	0
Gm35079	0	0	0	0	0	0	0	0
Gm3508	0	0	0	0	0	0	0	0
Gm35081	0	0	0	0	0	0	0	0
Gm35082	0	0	0	0	0	0	0	0
Gm35083	0	0	0	0	0	0	0	0
Gm35087	0	0	0	0	0	0	0	0
Gm35089	7	54	27	11	26	57	11	22
Gm35090	0	0	0	0	0	0	0	0
Gm35091	0	0	0	0	0	0	0	0
Gm35097	0	0	0	0	0	0	0	0
Gm35098	0	0	0	0	0	0	0	0
Gm35099	0	0	0	0	0	0	0	0
Gm3510	0	0	0	0	0	0	0	0
Gm35101	6	11	8	0	10	5	0	6
Gm35102	0	0	0	0	0	0	0	0
Gm35104	0	0	0	0	0	0	0	0
Gm35105	5	2	6	2	0	3	6	5
Gm35107	0	0	0	0	0	0	0	0
Gm35109	0	1	0	0	0	0	0	0
Gm3511	230	204	373	331	162	241	251	295
Gm35110	0	0	0	0	0	0	0	0
Gm35111	0	0	0	0	0	0	0	0
Gm35112	0	2	1	0	0	0	1	0
Gm35113	14	33	63	13	21	7	29	17
Gm35116	0	0	1	0	0	0	0	0
Gm35117	0	0	0	1	1	0	1	1
Gm35118	0	0	0	0	0	0	0	0
Gm35120	0	0	0	0	0	0	0	0
Gm35123	0	0	0	0	0	0	0	0
Gm35125	0	4	4	0	0	0	4	1
Gm35126	0	0	0	0	0	0	0	0
Gm35129	9	7	0	8	0	5	0	0
Gm35130	0	0	0	0	0	0	0	0
Gm35131	0	3	0	0	0	0	1	0
Gm35133	0	0	0	0	0	0	0	0
Gm35134	0	0	0	0	0	0	0	0
Gm35135	0	0	0	0	0	0	0	0
Gm35136	0	0	0	0	0	0	0	0
Gm35137	5	7	0	3	3	0	15	0
Gm35139	0	0	0	0	0	0	0	0
Gm35143	0	0	0	0	0	0	0	0
Gm35144	29	21	9	12	13	19	25	7
Gm35145	0	4	0	0	1	0	0	0
Gm35147	0	0	0	0	0	0	6	0
Gm35148	0	0	0	0	0	0	0	0
Gm35149	4	2	0	0	1	0	3	0
Gm35150	23	21	18	28	8	11	7	2
Gm35152	1	0	5	0	4	0	2	2
Gm35154	0	0	0	0	2	0	0	0
Gm35155	0	0	0	0	0	0	0	0
Gm35158	3	0	1	0	1	0	0	0
Gm35160	0	0	0	0	0	0	0	0
Gm35161	0	0	0	0	0	0	0	0
Gm35162	1	1	0	0	0	0	0	0
Gm35163	0	0	0	0	0	0	0	0
Gm35164	0	0	0	0	0	0	0	0
Gm35165	1	1	3	0	3	0	2	4
Gm35166	0	3	1	1	3	0	0	0
Gm35167	0	0	0	0	0	0	0	0
Gm35169	0	0	0	0	0	0	0	0
Gm35170	0	0	0	3	0	7	0	0
Gm35171	0	0	0	0	0	0	0	0
Gm35172	0	0	0	0	0	0	0	0
Gm35174	0	0	0	0	0	0	0	0
Gm35176	0	0	0	0	0	0	0	0
Gm35177	0	0	0	0	0	0	0	0
Gm35179	0	0	0	0	0	0	0	0
Gm35180	0	0	0	0	0	0	0	0
Gm35181	0	0	0	0	0	0	0	0
Gm35182	0	0	0	0	0	0	0	0
Gm35183	0	0	0	0	0	0	0	0
Gm35184	0	0	0	0	0	0	0	0
Gm35185	0	0	0	0	0	0	0	0
Gm35186	0	0	0	0	0	0	0	0
Gm35187	0	0	0	0	0	0	0	0
Gm35188	3	3	2	1	0	7	0	0
Gm35189	301	286	136	100	81	86	146	202
Gm3519	0	0	0	0	0	0	0	0
Gm35190	0	0	0	0	0	0	0	0
Gm35191	0	0	0	0	0	0	0	0
Gm35192	0	0	0	0	0	0	0	0
Gm35193	0	0	0	0	0	0	0	0
Gm35194	0	0	0	0	0	0	0	2
Gm35195	0	0	0	0	0	0	0	0
Gm35196	0	0	1	0	0	0	0	0
Gm35197	0	0	0	1	0	0	2	0
Gm35198	0	0	0	0	1	0	0	0
Gm35200	0	13	0	0	4	0	0	1
Gm35201	0	0	0	0	0	0	0	0
Gm35203	0	0	0	0	0	0	0	0
Gm35204	0	0	0	0	0	1	0	0
Gm35206	0	1	0	0	0	4	0	1
Gm35208	0	0	0	0	0	0	0	0
Gm35209	0	0	0	0	0	0	0	0
Gm35210	24	3	10	0	20	0	15	0
Gm35215	0	0	0	0	0	0	0	0
Gm35216	0	0	0	0	0	0	0	0
Gm35217	0	0	0	0	0	0	0	0
Gm35218	0	0	0	0	0	0	0	0
Gm35219	59	51	56	42	33	38	35	4
Gm35222	0	0	0	0	0	0	0	0
Gm35223	0	0	0	0	0	0	0	0
Gm35225	0	0	0	0	0	0	0	0
Gm35227	0	0	0	0	0	0	0	0
Gm35228	0	0	0	0	0	0	0	0
Gm35229	71	74	80	68	31	23	83	66
Gm35231	0	0	0	0	0	0	0	0
Gm35232	0	0	0	0	0	0	0	0
Gm35234	0	0	0	0	0	0	0	0
Gm35235	19	25	51	25	19	8	15	13
Gm35236	14	15	56	14	21	43	33	43
Gm35237	0	0	0	0	0	0	0	0
Gm35239	2	5	3	0	0	1	0	0
Gm35240	1	1	0	0	0	1	3	0
Gm35241	0	3	4	0	0	1	0	0
Gm35242	0	0	0	0	0	0	0	0
Gm35243	33	13	0	2	30	6	10	33
Gm35244	0	0	0	0	0	0	0	0
Gm35246	0	0	0	0	0	0	0	0
Gm35247	0	0	0	0	0	0	0	0
Gm35248	139	143	110	99	55	63	77	66
Gm35249	2	0	3	1	1	0	4	1
Gm35251	0	0	0	0	0	0	0	0
Gm35252	0	0	0	0	0	0	0	0
Gm35253	0	0	0	0	0	0	0	0
Gm35254	0	1	0	0	0	0	0	0
Gm35255	0	0	0	0	0	0	0	0
Gm35257	0	0	0	0	0	0	0	0
Gm35260	9	14	0	1	2	7	3	8
Gm35261	0	0	0	0	1	0	0	0
